country,date,coal,gas,oil,nuclear,hydro,wind,solar,other
Algeria,1996,,,,0.0,0.135,0.0,0.0,0.0
Algeria,1997,,,,0.0,0.075,0.0,0.0,0.0
Algeria,1998,,,,0.0,0.215,0.0,0.0,0.0
Algeria,1999,,,,0.0,0.203,0.0,0.0,0.0
Algeria,2000,,,,0.0,0.054,0.0,0.0,0.0
Algeria,2001,,,,0.0,0.069,0.0,0.0,0.0
Algeria,2002,,,,0.0,0.057,0.0,0.0,0.0
Algeria,2003,,,,0.0,0.265,0.0,0.0,0.0
Algeria,2004,,,,0.0,0.251,0.0,0.0,0.0
Algeria,2005,,,,0.0,0.5553,0.0,0.0,0.0
Algeria,2006,,,,0.0,0.2176,0.0,0.0,0.0
Algeria,2007,,,,0.0,0.226,0.0,0.0,0.0
Algeria,2008,,,,0.0,0.28300000000000003,0.0,0.0,0.0
Algeria,2009,,,,0.0,0.342,0.0,0.0,0.0
Algeria,2010,,,,0.0,0.17300000000000001,0.0,0.0091,0.0
Algeria,2011,,,,0.0,0.378,0.0,0.01811875,0.0
Algeria,2012,,,,0.0,0.389,0.0,0.02672301369863014,0.0
Algeria,2013,,,,0.0,0.099,0.0,0.028600000000000004,0.0
Algeria,2014,,,,0.0,0.193,0.001,0.06,0.0
Algeria,2015,,,,0.0,0.145,0.019,0.058,0.0
Algeria,2016,,,,0.0,0.07200000000000001,0.01905205479452055,0.245,0.0
Algeria,2017,,,,0.0,0.056,0.019,0.504,0.0
Algeria,2018,,,,0.0,0.117,0.01,0.603,0.0
Algeria,2019,,,,0.0,0.152,0.01,0.615,0.0
Algeria,2020,,,,0.0,0.05,0.008,0.6,0.0
Argentina,1965,,,,0.0,1.225,0.0,0.0,0.0
Argentina,1966,,,,0.0,1.241,0.0,0.0,0.0
Argentina,1967,,,,0.0,1.2710000000000001,0.0,0.0,0.0
Argentina,1968,,,,0.0,1.498,0.0,0.0,0.0
Argentina,1969,,,,0.0,1.344,0.0,0.0,0.0
Argentina,1970,,,,0.0,1.555,0.0,0.0,0.04754099125364432
Argentina,1971,,,,0.0,1.544,0.0,0.0,0.049864613702623906
Argentina,1972,,,,0.0,1.504,0.0,0.0,0.06435315192743764
Argentina,1973,,,,0.0,2.994,0.0,0.0,0.049042434402332365
Argentina,1974,,,,1.036,5.0280000000000005,0.0,0.0,0.05006767142857142
Argentina,1975,,,,2.517,5.2010000000000005,0.0,0.0,0.05492264150943397
Argentina,1976,,,,2.572,5.013,0.0,0.0,0.05020279154518951
Argentina,1977,,,,1.637,5.766,0.0,0.0,0.05385510781671158
Argentina,1978,,,,2.896,7.752,0.0,0.0,0.05413666208791209
Argentina,1979,,,,2.692,10.66,0.0,0.0,0.08439376339285716
Argentina,1980,,,,2.34,15.144,0.0,0.0,0.08625156794425087
Argentina,1981,,,,2.816,14.685,0.0,0.0,0.0747225
Argentina,1982,,,,1.87,17.593,0.0,0.0,0.09591246543778802
Argentina,1983,,,,3.4050000000000002,18.419,0.0,0.0,0.13731478405315617
Argentina,1984,,,,4.641,19.88,0.0,0.0,0.09739279181184668
Argentina,1985,0.607,12.463813785714283,5.706,5.766,20.646,0.0,0.0,0.11491421428571802
Argentina,1986,1.0130000000000001,13.270744079192548,7.894,5.711,21.009,0.0,0.0,0.12444892080745308
Argentina,1987,1.016,12.558251776691723,10.078,6.465,21.841,0.0,0.0,0.15702722330826555
Argentina,1988,1.586,20.555376752648463,8.635,5.798,15.033000000000001,0.0,0.0,0.8921432473515238
Argentina,1989,0.865,24.307409692105256,7.204,5.039,12.965,0.0,0.0,0.4824033078947394
Argentina,1990,0.66,19.84722551626984,4.944,7.281000000000001,17.876,0.0,0.0,0.3966684837301585
Argentina,1991,0.926,21.022293395687324,7.619,7.756,16.221,0.0,0.0,0.3099766043126745
Argentina,1992,0.834,20.420882800444197,7.6610000000000005,7.081,19.779050505050506,0.0,0.0,0.33116369450528366
Argentina,1993,1.18,22.2892382497477,6.6930000000000005,7.75,23.55547474747475,0.0,0.0,0.40106600277752974
Argentina,1994,2.348,22.081195483618504,4.557,8.235,27.972787878787884,0.0,0.0,0.4280516375936123
Argentina,1995,1.9080000000000001,24.88191973058095,4.585,7.066,28.458121212121213,0.0,0.0,0.27021305729781814
Argentina,1996,1.917,29.379675489754984,4.624,7.4590000000000005,25.94518181818182,0.009618,0.0,0.42534469206317155
Argentina,1997,1.8960000000000001,26.904527554040783,2.0420000000000003,7.961,33.029959595959596,0.014592000000000003,0.0,0.6143908499996047
Argentina,1998,1.808,28.020801118204975,3.81,7.453,32.42178787878788,0.032541,1.7e-05,0.6234090030071415
Argentina,1999,2.106,40.20900695007244,3.831,7.106,26.53007070707071,0.034781,2.6e-05,0.9278503428568381
Argentina,2000,1.7810000000000001,43.324821388885766,2.883,6.1770000000000005,34.034010101010104,0.034758,3.600000000000001e-05,0.7433355101041242
Argentina,2001,1.362,38.12899651418177,1.004,7.059,41.903262626262624,0.049361,4.3e-05,0.6311076502532807
Argentina,2002,0.811,34.77090742916926,0.759,5.821,41.467050505050516,0.07340500000000001,4.7e-05,0.8875984378732296
Argentina,2003,0.937,42.34525055681855,1.0110000000000001,7.566,39.08008080808081,0.077954,6.5e-05,1.042092658356435
Argentina,2004,1.678,50.20334092183426,4.039,7.869,35.40287878787879,0.07244599999999997,7e-05,0.9960852902869194
Argentina,2005,2.18,50.20140292505125,5.746,6.873,39.35009090909091,0.071719665,8.100000000000002e-05,1.3278205008578323
Argentina,2006,1.994,50.20442468543909,8.036,7.721,43.624,0.06964000000000001,9e-05,1.7744103145609014
Argentina,2007,2.341,53.241631224220214,10.97,7.2540000000000004,37.741,0.06159299999999999,0.0001089,1.915708795779781
Argentina,2008,1.937,58.94661713032775,14.370000000000001,7.394,37.199,0.04195107799999999,0.0001437,2.0165363716722458
Argentina,2009,1.7550000000000001,55.13435114109675,14.276,8.183,40.783,0.036831528599999996,7.608399999999999e-05,2.1577561618454952
Argentina,2010,3.013,56.193360975354096,16.663,7.21,40.543,0.025351606199999998,8.588999999999999e-05,2.3442548103458933
Argentina,2011,2.911,58.98389777196174,18.992,6.4,39.641,0.026590549999999998,0.0016140000000000002,2.527205828038261
Argentina,2012,2.644,67.45476839853715,19.212,6.402,36.876000000000005,0.3698619993329999,0.008172966799999999,3.0668216104797974
Argentina,2013,2.378,65.80664399489089,20.827,6.207,40.699999999999996,0.453354876,0.015074078999999995,3.0543500501090994
Argentina,2014,2.544,66.78568624566519,19.075,5.514,40.864000000000004,0.619491,0.015944,3.1330252520582924
Argentina,2015,2.387,68.4313792903456,21.956,7.039000000000001,41.7709,0.5933349629999998,0.014682999999999998,3.2292585978442965
Argentina,2016,1.9303068493150686,74.764386943302,20.722624657534244,8.285,38.25439327134676,0.5473589999999999,0.014273,2.674477135711469
Argentina,2017,2.112,80.62191219473154,11.699,6.088,41.54297857728944,0.6115669999999999,0.016416999999999998,2.9265792279790612
Argentina,2018,2.031,87.01630511664311,6.675,6.872,41.64786517948377,1.4127429999999996,0.10813,1.0108321886390805
Argentina,2019,1.145,82.93086270718473,3.047,8.443,37.06678705821085,4.995966423999997,0.7996979130000001,1.1016083502832585
Argentina,2020,2.451567098250477,79.83933950568974,7.386604710194771,10.662423955940216,30.54359219366753,9.470297616854376,1.3443409347923747,0.8083673799579956
Australia,1965,,,,0.0,7.689756,0.0,0.0,0.296
Australia,1966,,,,0.0,7.345042800000001,0.0,0.0,0.28400000000000003
Australia,1967,,,,0.0,7.6057874000000005,0.0,0.0,0.29
Australia,1968,,,,0.0,7.950500600000002,0.0,0.0,0.28200000000000003
Australia,1969,,,,0.0,8.684121000000001,0.0,0.0,0.281
Australia,1970,,,,0.0,10.170687,0.0,0.0,0.261
Australia,1971,,,,0.0,11.507442800000002,0.0,0.0,0.263
Australia,1972,,,,0.0,11.553314400000001,0.0,0.0,0.28
Australia,1973,,,,0.0,12.285839200000003,0.0,0.0,0.338
Australia,1974,,,,0.0,13.8739202,0.0,0.0,0.429
Australia,1975,,,,0.0,14.887801600000001,0.0,0.0,0.489
Australia,1976,,,,0.0,14.153858800000002,0.0,0.0,0.484
Australia,1977,,,,0.0,13.543950200000001,0.0,0.0,0.429
Australia,1978,,,,0.0,14.675349400000002,0.0,0.0,0.405
Australia,1979,,,,0.0,14.246055600000002,0.0,0.0,0.418
Australia,1980,,,,0.0,13.4665978,0.0,0.0,0.385
Australia,1981,,,,0.0,13.866343800000001,0.0,0.0,0.404
Australia,1982,,,,0.0,12.770334,0.0,0.0,0.516
Australia,1983,,,,0.0,12.123648000000003,0.0,0.0,0.431
Australia,1984,,,,0.0,13.1259488,0.0,0.0,0.441
Australia,1985,89.374,11.501,4.667,0.0,13.940510600000001,0.0,0.0,4.1904894000000015
Australia,1986,92.587,13.784,3.771,0.0,14.0257988,0.0,0.0,5.3592012000000215
Australia,1987,100.348,13.989,2.799,0.0,13.613796000000002,0.0,0.0,5.065203999999995
Australia,1988,105.998,14.718,2.444,0.0,14.3344436,0.0,0.0,5.87955639999999
Australia,1989,113.56,15.128,3.024,0.0,14.253669000000002,0.0,0.0,5.467331
Australia,1990,123.363,12.5655,3.474,0.0,14.759500000000001,0.0,0.0,1.4915000000000278
Australia,1991,127.22155000000001,11.2025,2.879,0.0,15.653500000000001,0.0,0.00545,1.0015000000000391
Australia,1992,130.0024,11.964,2.3915,0.0,15.941500000000001,0.0,0.012100000000000001,1.0889999999999826
Australia,1993,133.2774,12.247,2.3705,0.0,16.387,0.002,0.014600000000000002,1.0839999999999872
Australia,1994,136.8941,13.556000000000001,2.529,0.0,16.15,0.0055,0.0174,0.9905000000000111
Australia,1995,141.93535,13.679,2.7715,0.0,15.631000000000002,0.007,0.02115,1.1795000000000133
Australia,1996,148.4309,11.935500000000001,2.49,0.0,15.968499999999999,0.007,0.0256,1.2695000000000074
Australia,1997,157.47385,12.18,1.998,0.0,15.9525,0.0075,0.03065,1.3370000000000033
Australia,1998,165.9459,14.467500000000001,1.7750000000000001,0.0,15.798,0.018000000000000002,0.0356,1.4310000000000227
Australia,1999,171.1614,16.123,1.7565,0.0,16.2815,0.043000000000000003,0.040600000000000004,1.493500000000042
Australia,2000,180.26025,16.758,1.9140000000000001,0.0,16.4665,0.134,0.04675,1.2495000000000136
Australia,2001,179.87735,24.5005,2.245,0.0,16.1235,0.28700000000000003,0.05415,1.167499999999976
Australia,2002,171.8623,30.552650000000003,2.0535,0.0,16.095000000000002,0.53355,0.0583,2.339899999999954
Australia,2003,173.606,30.14735,1.52485,0.0,16.21055,0.70405,0.06319999999999999,3.696400000000011
Australia,2004,178.9607,27.361150000000002,2.11485,0.0,15.686650000000002,0.795,0.07294999999999999,4.2257499999999855
Australia,2005,182.97535000000002,23.264400000000002,2.9495,0.0,15.4657,1.29905,0.08405,4.701499999999973
Australia,2006,185.76434999999998,27.2879,2.9755000000000003,0.0,14.945100000000002,2.1621,0.0975,4.758500000000079
Australia,2007,185.48615,33.40285000000001,3.4755000000000003,0.0,13.048950000000001,2.8521,0.11375,4.80549999999996
Australia,2008,184.23995000000002,36.3081,3.723,0.0,11.815150000000001,3.45845,0.1392,5.6870499999999975
Australia,2009,182.02235000000002,41.1229,3.2474000000000003,0.0,12.64205,4.43775,0.2902420300821664,6.139257969917879
Australia,2010,176.01985,46.790800000000004,3.1003000000000003,0.0,13.746,4.985,0.9776482798208956,5.342101720179039
Australia,2011,171.9845,48.783899999999996,2.8981500000000002,0.0,19.572,6.432,2.0445465700987997,4.589053429901245
Australia,2012,165.38415,49.8125,3.5834,0.0,17.036,7.7250000000000005,2.412,4.71855
Australia,2013,155.4474,52.72365,4.7383500000000005,0.0,19.089000000000002,9.259,3.8474000000000004,4.458300000000012
Australia,2014,155.22915,53.655407000000004,5.920425,0.0,14.484,9.777000000000001,4.952,3.6293619999999707
Australia,2015,162.20250530600362,49.70556033136226,6.162169514010925,0.0,14.086598469543503,11.833002092997777,6.195524404149083,3.7990619948968063
Australia,2016,162.3565069246641,48.11049892356512,5.718234748241869,0.0,17.629452100184096,13.039704881148,7.439775697329526,3.9245129279511413
Australia,2017,159.16867308534594,55.087771523825914,5.272836310818971,0.0,13.49974762443356,13.210790432157777,8.917556570361722,3.80968385896144
Australia,2018,156.55554483019833,51.464721987500496,4.901193668162214,0.0,17.338361092450224,16.26195431572089,12.33254445413633,3.7781489598093567
Australia,2019,149.84061117562015,55.71058498626213,4.727208425983439,0.0,14.113868797220913,19.47168807923922,18.296986696525774,3.7396631996809813
Australia,2020,142.93494811153047,53.12430429398229,4.506366802486072,0.0,14.534644399039566,22.60689179633457,23.842661269770716,3.682361147531663
Austria,1965,,,,0.0,16.083000000000002,0.0,0.0,0.0
Austria,1966,,,,0.0,17.331,0.0,0.0,0.0
Austria,1967,,,,0.0,17.698,0.0,0.0,0.0
Austria,1968,,,,0.0,18.185,0.0,0.0,0.0
Austria,1969,,,,0.0,16.718,0.0,0.0,0.0
Austria,1970,,,,0.0,21.2897,0.0,0.0,0.0
Austria,1971,,,,0.0,16.8201,0.0,0.0,0.0
Austria,1972,,,,0.0,17.287599999999998,0.0,0.0,0.0
Austria,1973,,,,0.0,19.209200000000003,0.0,0.0,0.0
Austria,1974,,,,0.0,22.712200000000003,0.0,0.0,0.0
Austria,1975,,,,0.0,23.7952,0.0,0.0,0.0
Austria,1976,,,,0.0,20.5656,0.0,0.0,0.0
Austria,1977,,,,0.0,24.9208,0.0,0.0,0.0
Austria,1978,,,,0.0,24.9408,0.0,0.0,0.0
Austria,1979,,,,0.0,28.096799999999998,0.0,0.0,0.0
Austria,1980,,,,0.0,29.109900000000003,0.0,0.0,0.0
Austria,1981,,,,0.0,30.8473,0.0,0.0,0.0
Austria,1982,,,,0.0,30.8963,0.0,0.0,0.0
Austria,1983,,,,0.0,30.6063,0.0,0.0,0.0
Austria,1984,,,,0.0,26.849563999999997,0.0,0.0,0.0
Austria,1985,,,,0.0,30.775146000000003,0.0,0.0,0.0
Austria,1986,,,,0.0,30.903927,0.0,0.0,1.287501
Austria,1987,,,,0.0,35.387991,0.0,0.0,0.9058160000000001
Austria,1988,,,,0.0,35.30408800000001,0.0,0.0,1.0469600000000001
Austria,1989,,,,0.0,35.08243,0.0,0.0,1.1044500000000002
Austria,1990,,,,0.0,31.509,0.0,0.0,1.142485
Austria,1991,,,,0.0,31.4434,0.0,0.0,1.225832
Austria,1992,,,,0.0,34.8484,0.0,0.0,1.3291639999998917
Austria,1993,,,,0.0,36.705555999999994,0.0,0.001,1.3611110000000033
Austria,1994,,,,0.0,35.7075,0.0,0.001,1.210555
Austria,1995,,,,0.0,37.067222,0.001,0.001,1.857221
Austria,1996,,,,0.0,34.216111000000005,0.005,0.001,1.589444
Austria,1997,,,,0.0,36.105278000000006,0.02,0.002,1.7113889999999998
Austria,1998,,,,0.0,37.16333300000001,0.045,0.002,1.842777
Austria,1999,,,,0.0,40.6991208,0.051,0.002,1.5969118188815172
Austria,2000,,,,0.0,41.835650550450005,0.067,0.003,1.52827932
Austria,2001,,,,0.0,40.45548165033019,0.172,0.005,1.6678119999999996
Austria,2002,,,,0.0,40.22700280913332,0.20300000000000004,0.009000000000000001,1.520444
Austria,2003,,,,0.0,33.214992039975016,0.366,0.015000000000000001,1.711921
Austria,2004,,,,0.0,36.762283,0.924,0.018000000000000002,2.05973
Austria,2005,,,,0.0,37.09513833704449,1.3312767567447965,0.021018375000000002,2.43715433867822
Austria,2006,,,,0.0,35.65608476963841,1.7527929836760736,0.022386875,3.237502556354236
Austria,2007,,,,0.0,37.05445286387665,2.0371849274937417,0.024238375000000003,4.06160691149705
Austria,2008,,,,0.0,38.329491042362136,2.0112574086827792,0.03011991000000001,4.302304141024989
Austria,2009,,,,0.0,40.89630336469739,1.9540401681317443,0.04891428,4.277982167399921
Austria,2010,,,,0.0,38.363418292681246,2.0639137360418474,0.08881314000000001,4.463430080982535
Austria,2011,,,,0.0,34.23908351416008,1.9362363601421615,0.17406996000000002,4.516752009162906
Austria,2012,,,,0.0,43.804104688423536,2.4620290190466725,0.3374830500000001,4.6080365007055795
Austria,2013,,,,0.0,42.04652729768322,3.153231562469477,0.625974,4.584281708790816
Austria,2014,,,,0.0,41.01025936734968,3.8457680345196685,0.7852460000000001,4.336296195713486
Austria,2015,,,,0.0,37.05552837589805,4.840343101748367,0.937098,4.503546527065904
Austria,2016,,,,0.0,39.84471614704183,5.234838273,1.0960160000000003,4.691227038860749
Austria,2017,,,,0.0,38.29343300000001,6.571511136,1.268971,4.920933436
Austria,2018,,,,0.0,37.637911,6.0304294490000006,1.4551320000000003,4.930195780665111
Austria,2019,,,,0.0,40.455346,7.477363298676548,1.702093,4.745310237660777
Austria,2020,,,,0.0,40.953759776766766,6.794140174904118,1.5905747289147356,5.253975478670071
Azerbaijan,1985,,,,0.0,1.3125618000000001,0.0,0.0,0.0
Azerbaijan,1986,,,,0.0,0.8043308000000002,0.0,0.0,0.0
Azerbaijan,1987,,,,0.0,0.8043308000000002,0.0,0.0,0.0
Azerbaijan,1988,,,,0.0,0.6982652,0.0,0.0,0.0
Azerbaijan,1989,,,,0.0,0.6982652,0.0,0.0,0.0
Azerbaijan,1990,,,,0.0,1.6580000000000001,0.0,0.0,0.0
Azerbaijan,1991,,,,0.0,1.7593,0.0,0.0,0.0
Azerbaijan,1992,,,,0.0,1.7473,0.0,0.0,0.0
Azerbaijan,1993,,,,0.0,2.426,0.0,0.0,0.0
Azerbaijan,1994,,,,0.0,1.83,0.0,0.0,0.0
Azerbaijan,1995,,,,0.0,1.556,0.0,0.0,0.0
Azerbaijan,1996,,,,0.0,1.537,0.0,0.0,0.0
Azerbaijan,1997,,,,0.0,1.712,0.0,0.0,0.0
Azerbaijan,1998,,,,0.0,1.951,0.0,0.0,0.0
Azerbaijan,1999,,,,0.0,1.506,0.0,0.0,0.0
Azerbaijan,2000,,,,0.0,1.534,0.0,0.0,0.0
Azerbaijan,2001,,,,0.0,1.301,0.0,0.0,0.0
Azerbaijan,2002,,,,0.0,2.02,0.0,0.0,0.0
Azerbaijan,2003,,,,0.0,2.47,0.0,0.0,0.0
Azerbaijan,2004,,,,0.0,2.755,0.0,0.0,0.0
Azerbaijan,2005,,,,0.0,3.0094000000000003,0.0,0.0,0.0
Azerbaijan,2006,,,,0.0,2.5180000000000002,0.0,0.0,0.0
Azerbaijan,2007,,,,0.0,2.364,0.0,0.0,0.0
Azerbaijan,2008,,,,0.0,2.232,0.0,0.0,0.0
Azerbaijan,2009,,,,0.0,2.3084000000000002,0.0021,0.0,0.0
Azerbaijan,2010,,,,0.0,3.4463000000000004,0.0005,0.0,0.0
Azerbaijan,2011,,,,0.0,2.6758,0.0,0.0,0.0
Azerbaijan,2012,,,,0.0,1.821,0.0,0.0,0.0
Azerbaijan,2013,,,,0.0,1.4890999999999999,0.0008,0.0008,0.067
Azerbaijan,2014,,,,0.0,1.2997,0.0023,0.0029,0.08700000000000001
Azerbaijan,2015,,,,0.0,1.6375,0.0046,0.0046,0.09090000000000001
Azerbaijan,2016,,,,0.0,1.9593,0.0228,0.0353,0.08725000000000001
Azerbaijan,2017,,,,0.0,1.7464000000000002,0.0221,0.037200000000000004,0.08515
Azerbaijan,2018,,,,0.0,1.768,0.08270000000000001,0.039259999999999996,0.08109999999999999
Azerbaijan,2019,,,,0.0,1.5648,0.10540000000000001,0.0442,0.09795000000000001
Azerbaijan,2020,,,,0.0,1.068,0.09509999999999999,0.047200000000000006,0.09821835616
Bangladesh,1965,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1966,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1967,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1968,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1969,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1970,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1971,,,,0.0,0.0,0.0,0.0,0.0
Bangladesh,1972,,,,0.0,0.17500000000000002,0.0,0.0,0.0
Bangladesh,1973,,,,0.0,0.331,0.0,0.0,0.0
Bangladesh,1974,,,,0.0,0.243,0.0,0.0,0.0
Bangladesh,1975,,,,0.0,0.436,0.0,0.0,0.0
Bangladesh,1976,,,,0.0,0.494,0.0,0.0,0.0
Bangladesh,1977,,,,0.0,0.437,0.0,0.0,0.0
Bangladesh,1978,,,,0.0,0.506,0.0,0.0,0.0
Bangladesh,1979,,,,0.0,0.587,0.0,0.0,0.0
Bangladesh,1980,,,,0.0,0.583,0.0,0.0,0.0
Bangladesh,1981,,,,0.0,0.625,0.0,0.0,0.0
Bangladesh,1982,,,,0.0,0.523,0.0,0.0,0.0
Bangladesh,1983,,,,0.0,0.662,0.0,0.0,0.0
Bangladesh,1984,,,,0.0,0.897,0.0,0.0,0.0
Bangladesh,1985,,,,0.0,0.739,0.0,0.0,0.0
Bangladesh,1986,,,,0.0,0.45,0.0,0.0,0.0
Bangladesh,1987,,,,0.0,0.517,0.0,0.0,0.0
Bangladesh,1988,,,,0.0,0.675,0.0,0.0,0.0
Bangladesh,1989,,,,0.0,0.92,0.0,0.0,0.0
Bangladesh,1990,,,,0.0,0.884,0.0,0.0,0.0
Bangladesh,1991,,,,0.0,0.838,0.0,0.0,0.0
Bangladesh,1992,,,,0.0,0.796,0.0,0.0,0.0
Bangladesh,1993,,,,0.0,0.608,0.0,0.0,0.0
Bangladesh,1994,,,,0.0,0.847,0.0,0.0,0.0
Bangladesh,1995,,,,0.0,0.372,0.0,0.0,0.0
Bangladesh,1996,,,,0.0,0.739,0.0,0.0,0.0
Bangladesh,1997,,,,0.0,0.719,0.0,0.0,0.0
Bangladesh,1998,,,,0.0,0.865,0.0,0.0,0.0
Bangladesh,1999,,,,0.0,0.833,0.0,0.0,0.0
Bangladesh,2000,,,,0.0,0.749,0.0,0.0,0.0
Bangladesh,2001,,,,0.0,0.993,0.0,0.0,0.0
Bangladesh,2002,,,,0.0,0.749,0.0,0.0001,0.0
Bangladesh,2003,,,,0.0,0.749,0.0,0.0009000000000000001,0.0
Bangladesh,2004,,,,0.0,0.749,0.0,0.0019,0.0
Bangladesh,2005,,,,0.0,0.749,0.0,0.0034,0.0
Bangladesh,2006,,,,0.0,0.749,0.0016,0.0054,0.0
Bangladesh,2007,,,,0.0,0.749,0.0016,0.009000000000000001,0.0
Bangladesh,2008,,,,0.0,0.9500000000000001,0.0029,0.0152,0.0
Bangladesh,2009,,,,0.0,0.417,0.0050999999999999995,0.0251,0.001
Bangladesh,2010,,,,0.0,0.729,0.0050999999999999995,0.0443,0.002
Bangladesh,2011,,,,0.0,0.872,0.0050999999999999995,0.0584,0.003
Bangladesh,2012,,,,0.0,0.777,0.0050999999999999995,0.09090000000000001,0.004
Bangladesh,2013,,,,0.0,0.7283787280000001,0.005081,0.12956299999999998,0.004993
Bangladesh,2014,,,,0.0,0.566453438,0.005081,0.166947,0.0060149999999999995
Bangladesh,2015,,,,0.0,0.898146455,0.005081,0.19838899999999998,0.002682
Bangladesh,2016,,,,0.0,0.884632595,0.005081,0.219999,0.002877
Bangladesh,2017,,,,0.0,1.029528088,0.005081,0.253361,0.002877
Bangladesh,2018,,,,0.0,0.865411112,0.005081,0.275068,0.002877
Bangladesh,2019,,,,0.0,0.8230911890000001,0.005081,0.3492317853360176,0.002877
Bangladesh,2020,,,,0.0,0.700670737,0.005081,0.41278489159217785,0.0030353669764101505
Belarus,1985,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1986,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1987,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1988,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1989,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1990,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1991,,,,0.0,0.018000000000000002,0.0,0.0,0.0
Belarus,1992,,,,0.0,0.017,0.0,0.0,0.0
Belarus,1993,,,,0.0,0.019,0.0,0.0,0.0
Belarus,1994,,,,0.0,0.019,0.0,0.0,0.0
Belarus,1995,,,,0.0,0.02,0.0,0.0,0.0
Belarus,1996,,,,0.0,0.016,0.0,0.0,0.0
Belarus,1997,,,,0.0,0.021,0.0,0.0,0.0
Belarus,1998,,,,0.0,0.028,0.0,0.0,0.0
Belarus,1999,,,,0.0,0.019,0.0,0.0,0.0
Belarus,2000,,,,0.0,0.027,0.0,0.0,0.0
Belarus,2001,,,,0.0,0.03,0.0,0.0,0.0
Belarus,2002,,,,0.0,0.029,0.0,0.0,0.0
Belarus,2003,,,,0.0,0.028,0.0,0.0,0.0
Belarus,2004,,,,0.0,0.033,0.00101010101010101,0.0,0.0
Belarus,2005,,,,0.0,0.036000000000000004,0.001,0.0,0.0
Belarus,2006,,,,0.0,0.035,0.001,0.0,0.002
Belarus,2007,,,,0.0,0.035,0.001,0.0,0.014
Belarus,2008,,,,0.0,0.039,0.001,0.0,0.033
Belarus,2009,,,,0.0,0.045,0.001,0.0,0.06
Belarus,2010,,,,0.0,0.045,0.001,0.0,0.084
Belarus,2011,,,,0.0,0.042,0.004,0.0,0.095
Belarus,2012,,,,0.0,0.07200000000000001,0.006,0.0,0.095
Belarus,2013,,,,0.0,0.138,0.008,0.0004,0.082
Belarus,2014,,,,0.0,0.121,0.009000000000000001,0.002,0.079
Belarus,2015,,,,0.0,0.111,0.039,0.009000000000000001,0.094
Belarus,2016,,,,0.0,0.14200000000000002,0.073,0.026000000000000002,0.094
Belarus,2017,,,,0.0,0.406,0.097,0.089,0.106
Belarus,2018,,,,0.0,0.324,0.099,0.11800000000000001,0.109
Belarus,2019,,,,0.0,0.35100000000000003,0.166,0.179,0.11
Belarus,2020,,,,0.0,0.3533408833248541,0.18388397793471814,0.1817432949533686,0.11206378987058996
